snapped_at,price,market_cap,total_volume
2022-06-23 00:00:00 UTC,1.9929392050762942,38268169.04618071,156238.8920136515
2022-06-24 00:00:00 UTC,2.0021701580091515,38473417.29278143,164032.13075242523
2022-06-25 00:00:00 UTC,1.9990358388853608,38429834.05328978,146005.74349121103
2022-06-26 00:00:00 UTC,1.9895934356127891,38233005.96711812,166769.9531509793
2022-06-27 00:00:00 UTC,2.0066399216007134,38811150.416563764,153419.48230734532
2022-06-28 00:00:00 UTC,2.003085578646732,38674818.53045928,138185.87609367463
2022-06-29 00:00:00 UTC,1.9995854857479405,38664811.20720302,147420.31195094358
2022-06-30 00:00:00 UTC,1.961580641564428,37975015.80239853,190606.2028250454
2022-07-01 00:00:00 UTC,1.9327146821698185,37818812.17433597,145727.69003038947
2022-07-02 00:00:00 UTC,1.9637477600524265,37820044.454619996,149509.42917955946
2022-07-03 00:00:00 UTC,1.9053862751614719,36687500.153403774,218465.4359110626
2022-07-04 00:00:00 UTC,1.8995612707995422,36590171.05900303,189531.38945346326
2022-07-05 00:00:00 UTC,1.9237151884544672,37030882.4646973,7383001.80233455
2022-07-06 00:00:00 UTC,1.927468703940218,36953843.43706556,11574975.671821374
2022-07-07 00:00:00 UTC,1.9249930856680644,37278612.401737824,3439565.0965592624
2022-07-08 00:00:00 UTC,1.9253697115845763,37076104.56604713,47715.17175903903
2022-07-09 00:00:00 UTC,1.9362977427159014,37117036.22732703,49397.399148343415
2022-07-10 00:00:00 UTC,1.933782169329133,37225383.91458317,35865.380204141846
2022-07-11 00:00:00 UTC,1.9200122196218956,36978690.40491649,37992.43419986256
2022-07-12 00:00:00 UTC,1.9160161945537544,37081678.37844627,123324.08992186653
2022-07-13 00:00:00 UTC,1.9313841682136903,37284733.44880133,126338.73174973052
2022-07-14 00:00:00 UTC,1.9342108051696751,37402620.40899053,61487.59923453089
2022-07-15 00:00:00 UTC,1.922404946242424,36562009.07446353,51991.35391590706
2022-07-16 00:00:00 UTC,1.8886555289054825,36507899.58837273,86336.15553015746
2022-07-17 00:00:00 UTC,1.8897010332828539,36109396.14652996,42727.82745337536
2022-07-18 00:00:00 UTC,1.905494234226324,36657404.951629,34231.926884618864
2022-07-19 00:00:00 UTC,1.8851887257127764,36529005.09350187,47035.4636563525
2022-07-20 00:00:00 UTC,1.8820617500714054,36543478.792995386,116796.40119155162
2022-07-21 00:00:00 UTC,1.7998029413633034,34850737.8983579,178938.94971713392
2022-07-22 00:00:00 UTC,1.8036925510722652,34969527.42784079,346366.6988245109
2022-07-23 00:00:00 UTC,1.8520406471830035,35630848.933391385,412045.5355997118
2022-07-24 00:00:00 UTC,1.8937569586432408,36549767.71814809,337337.66374469234
2022-07-25 00:00:00 UTC,1.9210128498659655,36958175.4612271,342249.2994143548
2022-07-26 00:00:00 UTC,1.9168051710402991,37828138.5134494,325329.6846773948
2022-07-27 00:00:00 UTC,1.9332770155351906,37541783.054007605,366508.36493092193
2022-07-28 00:00:00 UTC,1.9429016522573388,37674476.31367758,318573.2454006939
2022-07-29 00:00:00 UTC,2.0053243322637067,38644168.32184221,371548.0649815409
2022-07-30 00:00:00 UTC,1.999268597634597,38478712.70998864,271681.7056064191
2022-07-31 00:00:00 UTC,1.9914322111684768,38432621.3298809,274643.48554074665
2022-08-01 00:00:00 UTC,1.980195604272311,38293588.07256178,271121.376902825
2022-08-02 00:00:00 UTC,2.004383332468617,38614431.34030758,445695.30264907266
2022-08-03 00:00:00 UTC,2.04773183221329,39388157.56710318,477909.22863419034
2022-08-04 00:00:00 UTC,2.081111069639411,40270400.990829535,340625.9974292537
2022-08-05 00:00:00 UTC,2.027251156013926,39344665.797077395,470735.58196202066
2022-08-06 00:00:00 UTC,1.9939360015626182,38654987.60415462,423827.06313484156
2022-08-07 00:00:00 UTC,1.9902722490260942,38723439.50857454,335619.48390773986
2022-08-08 00:00:00 UTC,1.9721194737873502,38730879.7254418,292830.3064977968
2022-08-09 00:00:00 UTC,1.9812009175482799,38280510.195390254,453215.15120826743
2022-08-10 00:00:00 UTC,1.9657167949239631,38133024.24455696,327164.92965507635
2022-08-11 00:00:00 UTC,2.00263826442559,38909102.03137634,281761.465292588
2022-08-12 00:00:00 UTC,2.014600933755301,38388633.015752874,297866.42244807736
2022-08-13 00:00:00 UTC,2.0064550008493227,38415088.79068934,267844.1205767726
2022-08-14 00:00:00 UTC,1.9676317784207507,38565001.91746049,328018.47458575084
2022-08-15 00:00:00 UTC,1.9134082241741284,37229965.18007908,382616.0372037262
2022-08-16 00:00:00 UTC,1.9039771603726985,36777043.047951974,302160.6310751979
2022-08-17 00:00:00 UTC,1.9177334511793147,36878029.46598617,298758.7354159496
2022-08-18 00:00:00 UTC,1.9185088214688055,37048137.42548098,269384.3209388851
2022-08-19 00:00:00 UTC,1.9031185890605682,37185359.12205419,285768.03074091364
2022-08-20 00:00:00 UTC,1.9266622793713128,37547569.98722903,311748.4505243483
2022-08-21 00:00:00 UTC,1.89566703493205,36742355.738476396,263310.2722242259
2022-08-22 00:00:00 UTC,1.8615715861408317,36384998.90649213,257536.2268168119
2022-08-23 00:00:00 UTC,1.8728622870812832,36279872.79023638,280957.646401386
2022-08-24 00:00:00 UTC,1.5952159547383307,31321085.568407968,841456.6675161228
2022-08-25 00:00:00 UTC,1.5623303254520045,30628612.12188068,262088.35255577168
2022-08-26 00:00:00 UTC,1.5521982309528302,30316437.848599374,238157.55632450467
2022-08-27 00:00:00 UTC,1.5612312273689075,30833418.06136705,219743.8929438214
2022-08-28 00:00:00 UTC,1.566321620264991,30260173.47297389,213739.4569656897
2022-08-29 00:00:00 UTC,1.5753873834188101,30757552.103125796,218812.3337778857
2022-08-30 00:00:00 UTC,1.5575755305861134,29992780.57154813,249644.2662232403
2022-08-31 00:00:00 UTC,1.55964660943086,30708838.98975988,212476.51606346059
2022-09-01 00:00:00 UTC,1.6503424710896129,32584379.064866748,672500.5294302015
2022-09-02 00:00:00 UTC,1.6421969330986605,32228766.28026513,218495.17327664822
2022-09-03 00:00:00 UTC,1.6610439874828535,32419515.979680177,244829.4246207729
2022-09-04 00:00:00 UTC,1.6639740164932406,32226719.83399289,363030.1685522018
2022-09-05 00:00:00 UTC,1.656268579487328,32417520.18521022,247605.51250156088
2022-09-06 00:00:00 UTC,1.6379347641503725,31962182.399721343,232614.73773522984
2022-09-07 00:00:00 UTC,1.6320061610609136,31763632.732252896,243963.3313116079
2022-09-08 00:00:00 UTC,1.6290584979820182,31764271.319584746,301787.1335773928
2022-09-09 00:00:00 UTC,1.6159159571863189,31535272.799965847,340788.09682733193
2022-09-10 00:00:00 UTC,1.6393709836234271,31904169.433683462,246634.79301953796
2022-09-11 00:00:00 UTC,1.6411936303323789,31796346.51255397,277888.6223401175
2022-09-12 00:00:00 UTC,1.6221673658100344,32068552.71154244,326707.2470640172
2022-09-13 00:00:00 UTC,1.642147312154787,32318863.740793765,233871.00397571575
2022-09-14 00:00:00 UTC,1.610201549762845,31564710.90215896,318455.667445247
2022-09-15 00:00:00 UTC,1.6158370045649548,31500316.269449897,295159.32622488495
2022-09-16 00:00:00 UTC,1.6034464842271703,30145879.86722537,252230.06381465675
2022-09-17 00:00:00 UTC,1.621987094268373,30653991.375957467,298189.2983660209
2022-09-18 00:00:00 UTC,1.6262639095990035,30725308.677605435,275165.99914373143
2022-09-19 00:00:00 UTC,1.6218463377509744,30773587.12879064,264217.2698589855
2022-09-20 00:00:00 UTC,1.6139323250592463,30592671.438088957,252609.73620538137
2022-09-21 00:00:00 UTC,1.5848239012932601,29997782.106623076,282790.67158311274
2022-09-22 00:00:00 UTC,1.577191837139642,29710719.44017019,473146.40312696964
2022-09-23 00:00:00 UTC,1.5841958667961902,29791611.876625426,279010.3371394214
2022-09-24 00:00:00 UTC,1.5989965774193438,30078439.823759172,265634.4210434768
2022-09-25 00:00:00 UTC,1.6107229940968701,30323442.352429595,282312.63044217636
2022-09-26 00:00:00 UTC,1.6161737735198032,30271867.440058127,237833.83785469618
2022-09-27 00:00:00 UTC,1.61784544302876,30378985.026018314,256888.15992947202
2022-09-28 00:00:00 UTC,1.6140448152031128,30342025.29887547,249788.8502896675
2022-09-29 00:00:00 UTC,1.6115700193873617,30177014.484821364,270226.9029216343
2022-09-30 00:00:00 UTC,1.6107256425736796,30288265.63144735,247843.29253879853
2022-10-01 00:00:00 UTC,1.584291805101114,29892672.71963451,244328.49766499008
2022-10-02 00:00:00 UTC,1.5791491340751567,29865761.899622694,259245.0995929383
2022-10-03 00:00:00 UTC,1.562091158720869,29393225.138737574,305111.1443909421
2022-10-04 00:00:00 UTC,1.566767866841896,29454552.91822747,261742.9368985873
2022-10-05 00:00:00 UTC,1.5676409398066857,29405627.157004207,240645.22847855018
2022-10-06 00:00:00 UTC,1.6128153230960478,30488555.174600724,296560.0916117212
2022-10-07 00:00:00 UTC,1.6320024092116163,30876119.719182335,260996.1852120085
2022-10-08 00:00:00 UTC,1.6362048050715463,30792176.052039616,274378.2364535795
2022-10-09 00:00:00 UTC,1.6452441094019636,30933661.846094035,245287.17026592066
2022-10-10 00:00:00 UTC,1.6904957751721152,31771146.743282925,252745.34245331163
2022-10-11 00:00:00 UTC,1.638091633542488,30814362.35581166,266559.3100285334
2022-10-12 00:00:00 UTC,1.5726494801424427,29887858.40671146,255464.16765296136
2022-10-13 00:00:00 UTC,1.6000829614121428,29970983.246258114,315975.82207575336
2022-10-14 00:00:00 UTC,1.6598625978695911,31178778.479793854,281417.39533805574
2022-10-15 00:00:00 UTC,1.5972904827819032,30287369.703818828,259309.22545609766
2022-10-16 00:00:00 UTC,1.6194997406097322,30411505.482219733,249508.78602194344
2022-10-17 00:00:00 UTC,1.6080342082415617,30450114.82088898,257907.89808844327
2022-10-18 00:00:00 UTC,1.6392711174524535,30659944.601912588,258566.4242557256
2022-10-19 00:00:00 UTC,1.478826098509086,27659437.085243236,258282.70330582577
2022-10-20 00:00:00 UTC,1.5239814301932344,28620411.19393976,283358.1587808692
2022-10-21 00:00:00 UTC,1.5185939485038742,28549210.04205935,270921.0241237618
2022-10-22 00:00:00 UTC,1.4963238018721812,28124091.24263457,271184.96544747794
2022-10-23 00:00:00 UTC,1.4982180327155754,28402734.35489988,223357.83749672156
2022-10-24 00:00:00 UTC,1.5057008253382556,28556110.56389541,234952.4081584948
2022-10-25 00:00:00 UTC,1.5151324457318722,28349828.320686087,227351.6525602689
2022-10-26 00:00:00 UTC,1.3139249880857624,24768710.24861241,297717.76995491807
2022-10-27 00:00:00 UTC,1.3288741351103186,24925026.13920943,231106.5563203145
2022-10-28 00:00:00 UTC,1.3912178573465168,26214539.448866207,8248.728235122862
2022-10-29 00:00:00 UTC,1.4105549845012222,26450711.45234177,205349.46058030357
2022-10-30 00:00:00 UTC,1.4003136056553447,26417278.23490939,201522.3518999281
2022-10-31 00:00:00 UTC,1.357072991629737,25705193.043833274,211096.13803165196
2022-11-01 00:00:00 UTC,1.3720651293150279,25468099.22312251,208673.34926624407
2022-11-02 00:00:00 UTC,1.3713949237584728,25748407.876865145,211309.63562281153
2022-11-03 00:00:00 UTC,1.3585430935877674,25388362.11094876,229489.17891055712
2022-11-04 00:00:00 UTC,1.3691030919268492,25650978.83094296,204498.66955533906
2022-11-05 00:00:00 UTC,1.377585808219322,25829526.151470803,204915.34346460566
2022-11-06 00:00:00 UTC,1.3849489947718805,25910444.336174887,216151.75981585955
2022-11-07 00:00:00 UTC,1.3789963249156314,26185078.007962495,202543.51940415136
2022-11-08 00:00:00 UTC,1.37239911028518,26050098.082669046,220332.0075695053
2022-11-09 00:00:00 UTC,1.2838228378129835,24069671.755299903,316020.7407768443
2022-11-10 00:00:00 UTC,1.2711723740083316,23838610.490641747,220372.2405138388
2022-11-11 00:00:00 UTC,1.2762798141733958,23838637.80195794,185122.4991490907
2022-11-12 00:00:00 UTC,1.3355849841943268,24995763.523204967,233180.09677969269
2022-11-13 00:00:00 UTC,1.3361194854164906,24710985.391324162,218948.09964957985
2022-11-14 00:00:00 UTC,1.2948550253368123,24593754.168187305,188822.17900645864
2022-11-15 00:00:00 UTC,1.2724097289366996,23788684.22738607,212468.37215104006
2022-11-16 00:00:00 UTC,1.2732120434731102,23827334.846615404,188300.99435329117
2022-11-17 00:00:00 UTC,1.2679872524302118,23596731.12021943,456827.8150458023
2022-11-18 00:00:00 UTC,1.2844429134809487,23947939.140952785,548891.7075024917
2022-11-19 00:00:00 UTC,1.2399753654122563,23131925.50265288,604319.0504253187
2022-11-20 00:00:00 UTC,1.2398935506597313,23569147.4573609,597041.8284019827
2022-11-21 00:00:00 UTC,1.2467667961194902,23193167.014113985,521544.7282322513
2022-11-22 00:00:00 UTC,1.2347480617260431,23028312.25957237,473424.59300113784
2022-11-23 00:00:00 UTC,1.194936259935291,22878550.896298967,538971.2015798361
2022-11-24 00:00:00 UTC,1.1995792345994927,22999278.657687936,505532.5219608162
2022-11-25 00:00:00 UTC,1.18882377633025,22634981.304428916,492071.06923546834
2022-11-26 00:00:00 UTC,1.187925105804342,22209794.840980593,471858.85512067546
2022-11-27 00:00:00 UTC,1.2257298562484036,22642049.211264655,516706.67499516247
2022-11-28 00:00:00 UTC,1.250631709881263,23540488.335771002,527407.4893926361
2022-11-29 00:00:00 UTC,1.101786792992461,20914190.26449753,593339.7890632931
2022-11-30 00:00:00 UTC,1.104008804575787,19877798.65804097,443619.3915564835
2022-12-01 00:00:00 UTC,1.1139464516417337,20335158.311224595,482096.5770487313
2022-12-02 00:00:00 UTC,1.1151130517809416,20762648.521913987,448715.126705118
2022-12-03 00:00:00 UTC,1.1454147049335688,21520516.197183717,529294.219496514
2022-12-04 00:00:00 UTC,1.0910308202316648,20758809.297961473,452358.72228335397
2022-12-05 00:00:00 UTC,1.0920678766954357,20469689.653478425,446909.04619879357
2022-12-06 00:00:00 UTC,1.1357584366258868,21313714.89180493,411973.8208158664
2022-12-07 00:00:00 UTC,1.133708706963508,20940014.894210353,261202.2430707295
2022-12-08 00:00:00 UTC,1.1440490614478445,20739704.88948271,240187.68743009662
2022-12-09 00:00:00 UTC,1.0999526424761907,20647800.635344945,269183.1446140079
2022-12-10 00:00:00 UTC,1.0894071068815618,20218640.119711127,205613.12004714436
2022-12-11 00:00:00 UTC,1.0928482982316543,20386448.61201547,230337.66739136612
2022-12-12 00:00:00 UTC,1.0734079642781713,20645684.327606633,219592.4612388099
2022-12-13 00:00:00 UTC,1.0457869154450798,20046816.60212772,236951.3281455547
2022-12-14 00:00:00 UTC,1.0859075790243296,20234239.659180854,227495.22122582098
2022-12-15 00:00:00 UTC,1.1054598200851913,20078627.55536274,240600.6396626446
2022-12-16 00:00:00 UTC,1.0897543517164916,19829395.588068217,245635.60190705574
2022-12-17 00:00:00 UTC,1.090714403317902,19988026.909726135,232982.07459324494
2022-12-18 00:00:00 UTC,1.0881391043597326,20259563.251011938,233106.2010544678
2022-12-19 00:00:00 UTC,1.088853648994082,20050690.04691117,248825.24603622127
2022-12-20 00:00:00 UTC,1.061391803438886,19945160.01172991,225593.58666714447
2022-12-21 00:00:00 UTC,1.0833229808276443,20051055.142853495,239955.55206569177
2022-12-22 00:00:00 UTC,1.0729748087185278,20025947.513315126,251434.85906676474
2022-12-23 00:00:00 UTC,1.077595064815914,20100698.017079145,227245.9755638131
2022-12-24 00:00:00 UTC,1.0993889985198126,19778598.18114911,254396.45405675954
2022-12-25 00:00:00 UTC,1.050598733017724,19255714.995900106,242362.75642076065
2022-12-26 00:00:00 UTC,1.0292083050409244,19273307.588426407,218522.39260421472
2022-12-27 00:00:00 UTC,1.0429510347975224,19437198.24537976,216837.66619490655
2022-12-28 00:00:00 UTC,1.0617157502740417,19764783.978862595,224957.93947391017
2022-12-29 00:00:00 UTC,1.0358700086522459,18918099.558319565,255632.1229286219
2022-12-30 00:00:00 UTC,1.0177048381139249,19188105.346104596,217160.97871747796
2022-12-31 00:00:00 UTC,0.9818401843219412,18952353.209915794,172189.10657143538
2023-01-01 00:00:00 UTC,0.9468689942359058,17537520.895243935,257388.2938155135
2023-01-02 00:00:00 UTC,0.9661978531137198,17930686.668428857,188341.31131325674
2023-01-03 00:00:00 UTC,0.9692015490483361,18086834.225253686,209590.11650206725
2023-01-04 00:00:00 UTC,0.9600559986669545,18072141.846438255,207188.71477398978
2023-01-05 00:00:00 UTC,0.9261519310688996,17701070.404215053,240257.4347381594
2023-01-06 00:00:00 UTC,0.9447719374916139,17802901.4194456,210640.09112417937
2023-01-07 00:00:00 UTC,0.9294247377401305,17234757.114083726,186988.32561679257
2023-01-08 00:00:00 UTC,0.9420859801895541,17536453.168637168,198840.3260902278
2023-01-09 00:00:00 UTC,0.9331179956834361,17341647.305386204,206749.62290046015
2023-01-10 00:00:00 UTC,0.940267573379547,17752180.63368696,218344.4977054013
2023-01-11 00:00:00 UTC,0.9327255493735674,17471880.87753767,195931.22010254054
2023-01-12 00:00:00 UTC,0.9429654234031294,17535099.86547714,181136.53379092307
2023-01-13 00:00:00 UTC,0.9446356081978372,17477165.04103662,210641.37870251326
2023-01-14 00:00:00 UTC,0.9227128582724731,17381264.340243153,206158.70991107586
2023-01-15 00:00:00 UTC,0.9872381337000098,17657043.34809523,207868.58818246415
2023-01-16 00:00:00 UTC,1.028121467386952,17706290.64500714,209383.85734239977
2023-01-17 00:00:00 UTC,1.0240686501968095,19045999.335153654,223398.23781696454
2023-01-18 00:00:00 UTC,1.0239572718262897,19049915.088516988,221718.8431878817
2023-01-19 00:00:00 UTC,1.0250078315773972,19052148.84284184,229216.82338132322
2023-01-20 00:00:00 UTC,0.9200335807426763,17131104.43674959,195383.6397251149
2023-01-21 00:00:00 UTC,0.919219575166283,17108637.607355017,186845.78613201805
2023-01-22 00:00:00 UTC,0.9210739285502922,17118360.640651874,229879.94536446824
2023-01-23 00:00:00 UTC,0.9235691216646315,17185282.46469897,218540.93461157894
2023-01-24 00:00:00 UTC,0.9230004267466712,17144545.228318494,219327.40033751706
2023-01-25 00:00:00 UTC,1.0005022475559082,18613760.52534493,223429.47021490644
2023-01-26 00:00:00 UTC,1.0036423626667819,18625261.277600598,223161.0301766941
2023-01-27 00:00:00 UTC,1.000997983857195,18626148.23557932,217320.97315354072
2023-01-28 00:00:00 UTC,1.0023068846538816,18632662.98350057,226480.58521938513
2023-01-29 00:00:00 UTC,0.9966224816799047,18553731.42162797,211671.77751786262
2023-01-30 00:00:00 UTC,1.0002310530481506,18600789.788127955,213717.02805839197
2023-01-31 00:00:00 UTC,0.9986874529049037,18565350.589775134,214382.37770526423
2023-02-01 00:00:00 UTC,1.0455097547549927,19450149.436146487,758.0634765961689
2023-02-02 00:00:00 UTC,1.0514639684608302,19561743.695336234,4950.737861567825
2023-02-03 00:00:00 UTC,1.10585019747826,20503995.108821977,5353.692795910701
2023-02-04 00:00:00 UTC,1.1625059820273635,21724759.31278205,9685.578648090179
2023-02-05 00:00:00 UTC,1.1555169747365326,21494690.681955114,632.2464603617374
2023-02-06 00:00:00 UTC,1.1347487826176987,21010434.934330456,5304.731189756778
