sigma_daily,sigma_annual,sigma_parkinson,lambda_J,mu_J,sigma_J,drift_daily,drift_annual
0.054768717342454164,0.8694264342847445,3.351425980220185,5.4,0.036596370655341624,0.2653013505599361,-0.0025626965653553287,-0.6457995344695429
