R2_linear_fit_cells,share_sigma,share_tau,VaR_change_eps_002_to_005_pct,VaR_eps_002,VaR_eps_005,VaR_eps_010,VaR_eps_020
0.9550858572535776,0.607659783199228,0.392340216800772,70.05048176166272,0.05266148485292266,0.08955110869524002,0.16405869524618266,0.31963822206681736
