beta,VaR95_static,VaR95_dynamic,shift_pp,rel_amplification_pct,E_sumD,E_sumD_tail5,log_shift_sim_pp,log_shift_pred_pp,ret_shift_pred_uncond_pp,ret_shift_pred_tailcond_pp
3.0,-0.6387308175374465,-0.6756745822737048,3.6943764736258267,5.783933344361043,0.026397273363575502,0.05182462037184,10.7875950816263,7.91918200907265,2.750606300816301,5.201934764186572
